start_ip,end_ip,join_key,name,country,mcc,mnc
5.123.190.0,5.123.190.255,5.123.0.0,MTN Irancell,IR,432,35
94.153.74.0,94.153.74.255,94.153.0.0,Kyivstar PJSC,UA,255,03
126.186.53.0,126.186.191.255,126.186.0.0,SoftBank,JP,440,20
49.32.4.0,49.32.5.255,49.32.0.0,Jio,IN,405,840
46.123.0.0,46.123.127.255,46.123.0.0,A1,SI,293,40
31.49.83.0,31.49.83.255,31.49.0.0,BT,GB,234,76
37.161.180.0,37.161.180.255,37.161.0.0,Free,FR,208,15
5.119.223.0,5.119.231.255,5.119.0.0,MTN Irancell,IR,432,35
102.63.174.0,102.63.177.255,102.63.0.0,Etisalat,EG,602,3
1.41.118.0,1.41.118.255,1.41.0.0,Optus,AU,505,2
93.147.161.0,93.147.161.255,93.147.0.0,Vodafone,IT,222,6
126.166.138.0,126.166.143.255,126.166.0.0,SoftBank Mobile Corp,JP,441,1
105.138.44.0,105.138.44.255,105.138.0.0,IAM,MA,604,1
2401:4900:1b4d::,2401:4900:1b60:ffff:ffff:ffff:ffff:ffff,2401:4900::,AirTel,IN,404,2
151.38.1.0,151.38.1.255,151.38.0.0,WIND (Blu) -,IT,222,88
105.45.111.0,105.45.111.255,105.45.0.0,Mobinil,EG,602,1
31.82.139.0,31.82.139.255,31.82.0.0,EE Mobile,GB,234,30
47.31.244.0,47.31.247.255,47.31.0.0,Jio,IN,405,840
2804:214:861b::,2804:214:861b:ffff:ffff:ffff:ffff:ffff,2804:214:8000::,TIM,BR,724,2
151.254.59.0,151.254.59.255,151.254.0.0,SaudiNet,SA,420,01
84.9.9.0,84.9.9.255,84.9.0.0,Vodafone UK,GB,234,7
109.34.0.0,109.34.255.255,109.34.0.0,Vodafone,NL,204,4
5.116.164.0,5.116.164.255,5.116.0.0,MTN Irancell,IR,432,35
2603:8000:4006::,2603:8000:4006:ffff:ffff:ffff:ffff:ffff,2603:8000:4000::,Spectrum,US,312,500
105.95.81.0,105.95.89.255,105.95.0.0,Etisalat,EG,602,3
2a02:c7f:1c8c::,2a02:c7f:1c8c:ffff:ffff:ffff:ffff:ffff,2a02:c7f::,Sky Broadband,GB,234,57
154.142.199.0,154.142.199.255,154.142.0.0,Mobinil,EG,602,1
188.70.75.0,188.70.75.255,188.70.0.0,Ooredoo Kuwait,KW,419,03
2600:380:9ffc::,2600:380:9ffc:ffff:ffff:ffff:ffff:ffff,2600:380:8000::,AT&T,US,310,16
5.127.116.0,5.127.116.255,5.127.0.0,Iran Cell Service and Communication Company,IR,432,35
154.142.0.0,154.142.0.255,154.142.0.0,Etisalat,EG,602,3
41.5.158.0,41.5.162.255,41.5.0.0,Vodacom,ZA,655,1
37.172.194.0,37.172.194.255,37.172.0.0,Free,FR,208,15
2409:4050:2e1a::,2409:4050:2e1f:ffff:ffff:ffff:ffff:ffff,2409:4050::,Jio,IN,405,840
37.129.154.0,37.129.154.255,37.129.0.0,Mobile Communication Company of Iran,IR,432,11
86.186.20.0,86.186.20.255,86.186.0.0,BT,GB,234,76
176.200.67.0,176.200.73.255,176.200.0.0,TIM,IT,222,1
181.108.58.0,181.108.58.255,181.108.0.0,Personal,AR,722,34
2a02:587:b408::,2a02:587:b408:ffff:ffff:ffff:ffff:ffff,2a02:587:8000::,OTEnet S.A.,GR,202,03
102.107.18.0,102.107.24.255,102.107.0.0,OOREDOO%20TN,TN,605,3
45.98.141.0,45.98.145.255,45.98.0.0,Orange,EG,602,1
146.200.152.0,146.200.152.255,146.200.0.0,Plusnet,GB,234,00
2607:fc20:6cc0::,2607:fc20:6cc0:ffff:ffff:ffff:ffff:ffff,2607:fc20:4000::,T-Mobile,US,310,160
176.17.69.0,176.17.70.255,176.17.0.0,Mobily,SA,420,3
191.218.169.0,191.218.169.255,191.218.0.0,Brasil Telecom GSM,BR,724,16
109.150.84.0,109.150.84.255,109.150.0.0,BT,GB,234,76
60.35.177.0,60.35.177.255,60.35.0.0,NTT Docomo,JP,440,10
2a00:1fa0:8422::,2a00:1fa0:8423:ffff:ffff:ffff:ffff:ffff,2a00:1fa0:8000::,MTS,RU,250,1
191.135.224.0,191.135.239.255,191.135.0.0,TIM,BR,724,4
101.209.192.0,101.209.255.255,101.209.0.0,Aircel,IN,404,37
179.144.224.0,179.144.255.255,179.144.0.0,Vivo,BR,724,11
90.210.212.0,90.210.212.255,90.210.0.0,Sky Broadband,GB,234,57
106.130.200.0,106.130.219.255,106.130.0.0,au,JP,440,50
197.30.14.0,197.30.14.255,197.30.0.0,Orange,TN,605,1
2a00:1fa1:4240::,2a00:1fa1:4240:ffff:ffff:ffff:ffff:ffff,2a00:1fa1:4000::,MTS PJSC,RU,251,01
189.113.48.0,189.113.51.255,189.113.0.0,TIM,BR,724,2
106.202.82.0,106.202.82.255,106.202.0.0,AirTel,IN,404,2
167.108.0.0,167.108.15.255,167.108.0.0,Antel,UY,748,1
160.165.165.0,160.165.165.255,160.165.0.0,Maroc Telecom,MA,604,1
153.248.24.0,153.248.24.255,153.248.0.0,NTT Docomo,JP,440,10
138.219.242.0,138.219.242.255,138.219.0.0,Oi,BR,724,30
2409:4043:597::,2409:4043:597:ffff:ffff:ffff:ffff:ffff,2409:4043::,Jio,IN,405,840
105.136.215.0,105.136.215.255,105.136.0.0,IAM,MA,604,1
37.36.75.0,37.36.85.255,37.36.0.0,zain KW,KW,419,2
188.238.2.0,188.238.2.255,188.238.0.0,Telia,FI,244,91
2409:4064:793::,2409:4064:793:ffff:ffff:ffff:ffff:ffff,2409:4064::,Jio,IN,405,840
197.195.213.0,197.195.214.255,197.195.0.0,Etisalat,EG,602,3
191.218.186.0,191.218.186.255,191.218.0.0,Brasil Telecom GSM,BR,724,16
202.168.84.0,202.168.85.255,202.168.0.0,Jio,IN,405,840
2607:fb90:7033::,2607:fb90:7036:ffff:ffff:ffff:ffff:ffff,2607:fb90:4000::,T-Mobile,US,310,160
2607:fb90:e68e::,2607:fb90:e68f:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,160
186.193.182.0,186.193.183.255,186.193.0.0,Vivo,BR,724,6
5.41.139.0,5.41.141.255,5.41.0.0,SaudiNet,SA,420,01
41.48.80.0,41.48.81.255,41.48.0.0,Cell%20C,ZA,655,7
2409:4070:4383::,2409:4070:4383:ffff:ffff:ffff:ffff:ffff,2409:4070:4000::,Jio,IN,405,840
2405:205:c946::,2405:205:c94f:ffff:ffff:ffff:ffff:ffff,2405:205:c000::,Jio,IN,405,840
110.26.232.0,110.26.255.255,110.26.0.0,FarEasTone,TW,466,1
2600:380:a0e5::,2600:380:a0ed:ffff:ffff:ffff:ffff:ffff,2600:380:8000::,AT&T,US,310,16
105.45.199.0,105.45.199.255,105.45.0.0,Mobinil,EG,602,1
129.45.14.0,129.45.16.255,129.45.0.0,Optimum-Telecom-Algeria,DZ,603,02
197.16.117.0,197.16.118.255,197.16.0.0,OOREDOO%20TN,TN,605,3
105.192.181.0,105.192.182.255,105.192.0.0,Mobinil,EG,602,1
2a02:c7f:610::,2a02:c7f:610:ffff:ffff:ffff:ffff:ffff,2a02:c7f::,Sky Broadband,GB,234,57
2a00:1fa0:46d4::,2a00:1fa0:46e2:ffff:ffff:ffff:ffff:ffff,2a00:1fa0:4000::,MTS,RU,250,1
154.129.118.0,154.129.119.255,154.129.0.0,Orange,EG,602,1
105.47.36.0,105.47.36.255,105.47.0.0,Mobinil,EG,602,1
5.126.48.0,5.126.48.255,5.126.0.0,Iran Cell Service and Communication Company,IR,432,35
102.148.129.0,102.148.129.255,102.148.0.0,Airtel Zambia,ZM,645,1
109.83.77.0,109.83.87.255,109.83.0.0,Mobily,SA,420,3
178.226.0.0,178.226.255.255,178.226.0.0,T-Mobile (BEN),NL,204,16
82.130.172.0,82.130.175.255,82.130.0.0,Orange,ES,214,3
2600:100e:1000::,2600:100e:1002:ffff:ffff:ffff:ffff:ffff,2600:100e::,Verizon,US,310,4
90.49.193.0,90.49.193.255,90.49.0.0,Orange,FR,208,1
2a02:c7f:6e99::,2a02:c7f:6e99:ffff:ffff:ffff:ffff:ffff,2a02:c7f:4000::,Sky Broadband,GB,234,57
93.169.105.0,93.169.105.255,93.169.0.0,Al Jawal (STC ),SA,420,1
2001:e60:a725::,2001:e60:a725:ffff:ffff:ffff:ffff:ffff,2001:e60:8000::,Korea Telecom,KR,450,05
45.98.34.0,45.98.34.255,45.98.0.0,Mobinil,EG,602,1
37.162.110.0,37.162.113.255,37.162.0.0,Free,FR,208,15
86.247.108.0,86.247.108.255,86.247.0.0,Free%20Mobile,FR,208,15
86.156.136.0,86.156.136.255,86.156.0.0,BT,GB,234,76
86.156.46.0,86.156.46.255,86.156.0.0,BT,GB,234,76
217.196.161.0,217.196.161.255,217.196.0.0,Kyivstar,UA,255,2
2001:ee0:55a9::,2001:ee0:55aa:ffff:ffff:ffff:ffff:ffff,2001:ee0:4000::,Vinaphone,VN,452,2
5.208.163.0,5.208.163.255,5.208.0.0,Mobile Communication Company of Iran PLC,IR,432,11
95.184.90.0,95.184.91.255,95.184.0.0,SaudiNet,SA,420,01
154.189.36.0,154.189.37.255,154.189.0.0,Etisalat,EG,602,3
45.103.227.0,45.103.228.255,45.103.0.0,Mobinil,EG,602,1
92.253.28.0,92.253.30.255,92.253.0.0,zain%20JO,JO,416,1
2402:7500:5dd::,2402:7500:5dd:ffff:ffff:ffff:ffff:ffff,2402:7500::,Taiwan Mobile,TW,466,97
2a00:1fa3:659::,2a00:1fa3:664:ffff:ffff:ffff:ffff:ffff,2a00:1fa3::,MTS,RU,250,1
110.142.217.0,110.142.217.255,110.142.0.0,Telstra,AU,505,1
101.191.44.0,101.191.44.255,101.191.0.0,Telstra,AU,505,1
154.184.171.0,154.184.171.255,154.184.0.0,Mobinil,EG,602,1
46.190.30.0,46.190.30.255,46.190.0.0,Wind Hellas Telecommunications SA,GR,202,10
102.108.25.0,102.108.26.255,102.108.0.0,OOREDOO%20TN,TN,605,3
126.208.208.0,126.208.208.255,126.208.0.0,SoftBank,JP,441,1
2401:4900:3302::,2401:4900:3303:ffff:ffff:ffff:ffff:ffff,2401:4900::,Bharti Airtel,IN,470,07
2804:214:8147::,2804:214:8149:ffff:ffff:ffff:ffff:ffff,2804:214:8000::,TIM,BR,724,2
2601:548:c101::,2601:548:c101:ffff:ffff:ffff:ffff:ffff,2601:548:c000::,AT&T,US,310,16
187.161.168.0,187.161.171.255,187.161.0.0,Telcel,MX,334,20
213.139.49.0,213.139.49.255,213.139.0.0,Orange,JO,416,77
101.212.192.0,101.212.223.255,101.212.0.0,Airtel,IN,405,55
197.26.238.0,197.26.238.255,197.26.0.0,Orange,TN,605,1
2402:3a80:1a75::,2402:3a80:1a75:ffff:ffff:ffff:ffff:ffff,2402:3a80::,IDEA,IN,404,4
5.126.140.0,5.126.143.255,5.126.0.0,Iran Cell Service and Communication Company,IR,432,35
160.170.21.0,160.170.21.255,160.170.0.0,IAM,MA,604,1
176.203.85.0,176.203.85.255,176.203.0.0,OOREDOO,MM,414,5
196.110.94.0,196.110.94.255,196.110.0.0,Safaricom,KE,639,1
80.11.42.0,80.11.42.255,80.11.0.0,Orange,FR,208,1
200.110.100.0,200.110.101.255,200.110.0.0,Claro,BR,724,5
2402:8100:30a8::,2402:8100:30a8:ffff:ffff:ffff:ffff:ffff,2402:8100::,Vodafone Idea,IN,404,01
2a02:c7e:e00::,2a02:c7e:e00:ffff:ffff:ffff:ffff:ffff,2a02:c7e::,Sky Broadband,GB,234,57
46.38.85.0,46.38.85.255,46.38.0.0,Zain%20SA,SA,420,4
2601:c3:100::,2601:c3:100:ffff:ffff:ffff:ffff:ffff,2601:c3::,T-Mobile,US,310,53
41.6.114.0,41.6.120.255,41.6.0.0,Vodacom,ZA,655,1
95.186.109.0,95.186.110.255,95.186.0.0,SaudiNet,SA,420,01
154.111.229.0,154.111.229.255,154.111.0.0,OOREDOO TN,TN,605,3
2409:4042:268f::,2409:4042:2692:ffff:ffff:ffff:ffff:ffff,2409:4042::,Jio,IN,405,840
2401:4900:5116::,2401:4900:5117:ffff:ffff:ffff:ffff:ffff,2401:4900:4000::,AirTel,IN,404,2
176.40.231.0,176.40.231.255,176.40.0.0,Vodafone,TR,286,2
37.210.71.0,37.210.71.255,37.210.0.0,ooredoo,QA,427,1
46.208.215.0,46.208.215.255,46.208.0.0,Plusnet,GB,234,00
5.246.135.0,5.246.135.255,5.246.0.0,Mobily,SA,420,3
197.16.144.0,197.16.149.255,197.16.0.0,OOREDOO%20TN,TN,605,3
2600:1700:1822::,2600:1700:1822:ffff:ffff:ffff:ffff:ffff,2600:1700::,T-Mobile,US,310,53
42.73.46.0,42.73.51.255,42.73.0.0,Chunghwa,TW,466,92
2a02:c7f:7e6c::,2a02:c7f:7e6c:ffff:ffff:ffff:ffff:ffff,2a02:c7f:4000::,Sky Broadband,GB,234,57
105.35.153.0,105.35.154.255,105.35.0.0,Mobinil,EG,602,1
2409:4072:10b::,2409:4072:10d:ffff:ffff:ffff:ffff:ffff,2409:4072::,Jio,IN,405,840
2600:380:bc64::,2600:380:bc68:ffff:ffff:ffff:ffff:ffff,2600:380:8000::,AT&T,US,310,16
2a02:a44f:3eec::,2a02:a44f:3eec:ffff:ffff:ffff:ffff:ffff,2a02:a44f::,KPN,NL,204,8
2a00:1fa0:a04::,2a00:1fa0:a04:ffff:ffff:ffff:ffff:ffff,2a00:1fa0::,MTS,RU,250,1
41.48.89.0,41.48.89.255,41.48.0.0,Cell%20C,ZA,655,7
197.29.156.0,197.29.158.255,197.29.0.0,Orange,TN,605,1
2a02:8440:310b::,2a02:8440:310b:ffff:ffff:ffff:ffff:ffff,2a02:8440::,SFR,FR,208,8
2a02:c7f:c204::,2a02:c7f:c204:ffff:ffff:ffff:ffff:ffff,2a02:c7f:c000::,Sky Broadband,GB,234,57
201.201.215.0,201.201.215.255,201.201.0.0,Grupo ICE,CR,712,01
2401:4900:33c2::,2401:4900:33c2:ffff:ffff:ffff:ffff:ffff,2401:4900::,AirTel,IN,404,2
2402:800:440e::,2402:800:440e:ffff:ffff:ffff:ffff:ffff,2402:800:4000::,Viettel Group,VN,452,04
176.201.38.0,176.201.40.255,176.201.0.0,TIM,IT,222,1
5.106.93.0,5.106.93.255,5.106.0.0,Mobile Communication Company of Iran,IR,432,11
102.9.249.0,102.9.249.255,102.9.0.0,Mobinil,EG,602,1
109.143.144.0,109.143.145.255,109.143.0.0,Proximus,BE,206,1
2600:380:a1d3::,2600:380:a1d8:ffff:ffff:ffff:ffff:ffff,2600:380:8000::,AT&T,US,310,16
166.188.0.0,166.188.255.255,166.188.0.0,AT&T,US,310,410
5.218.103.0,5.218.106.255,5.218.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
196.82.154.0,196.82.155.255,196.82.0.0,IAM,MA,604,1
94.129.75.0,94.129.75.255,94.129.0.0,Viva Kuwait,KW,419,04
2601:246:cf01::,2601:246:cf01:ffff:ffff:ffff:ffff:ffff,2601:246:c000::,T-Mobile,US,310,160
5.169.132.0,5.169.132.255,5.169.0.0,Telecom Italia Mobile,IT,220,01
94.122.32.0,94.122.32.255,94.122.0.0,Turkcell,TR,286,1
154.132.219.0,154.132.219.255,154.132.0.0,Mobinil,EG,602,1
197.19.249.0,197.19.249.255,197.19.0.0,OOREDOO TN,TN,605,3
105.205.132.0,105.205.137.255,105.205.0.0,Etisalat,EG,602,3
106.215.161.0,106.215.161.255,106.215.0.0,Airtel,GB,234,3
153.140.86.0,153.140.86.255,153.140.0.0,NTT Docomo,JP,440,10
176.200.40.0,176.200.41.255,176.200.0.0,TIM,IT,222,1
217.44.200.0,217.44.200.255,217.44.0.0,BT,GB,234,76
2a02:c7f:9cd4::,2a02:c7f:9cd5:ffff:ffff:ffff:ffff:ffff,2a02:c7f:8000::,Sky Broadband,GB,234,57
5.156.23.0,5.156.23.255,5.156.0.0,SaudiNet,SA,420,01
151.135.184.0,151.135.184.255,151.135.0.0,Turk Telekom,TR,286,3
2a00:23c6:a89a::,2a00:23c6:a89a:ffff:ffff:ffff:ffff:ffff,2a00:23c6:8000::,BT,GB,234,76
41.115.3.0,41.115.3.255,41.115.0.0,MTN,ZA,655,10
2a00:1fa1:23c::,2a00:1fa1:23c:ffff:ffff:ffff:ffff:ffff,2a00:1fa1::,MTS PJSC,RU,251,01
2a02:1205:505b::,2a02:1205:505b:ffff:ffff:ffff:ffff:ffff,2a02:1205:4000::,Sunrise,CH,228,2
2607:fb90:e394::,2607:fb90:e394:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,160
2409:4043:211d::,2409:4043:211d:ffff:ffff:ffff:ffff:ffff,2409:4043::,Jio,IN,405,840
154.137.130.0,154.137.131.255,154.137.0.0,Mobinil,EG,602,1
94.47.71.0,94.47.74.255,94.47.0.0,Syriatel,SY,417,1
2401:4900:5041::,2401:4900:5041:ffff:ffff:ffff:ffff:ffff,2401:4900:4000::,Airtel,GB,234,3
93.38.255.0,93.38.255.255,93.38.0.0,WIND (Blu) -,IT,222,88
37.211.193.0,37.211.194.255,37.211.0.0,OOREDOO,MM,414,5
2a02:c7f:5c20::,2a02:c7f:5c20:ffff:ffff:ffff:ffff:ffff,2a02:c7f:4000::,Sky Broadband,GB,234,57
2607:fb90:f644::,2607:fb90:f644:ffff:ffff:ffff:ffff:ffff,2607:fb90:c000::,T-Mobile,US,310,160
46.51.66.0,46.51.75.255,46.51.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
2804:388:6090::,2804:388:609a:ffff:ffff:ffff:ffff:ffff,2804:388:4000::,Claro,BR,724,5
2607:fb90:249d::,2607:fb90:249d:ffff:ffff:ffff:ffff:ffff,2607:fb90::,T-Mobile,US,310,53
186.12.48.0,186.12.48.255,186.12.0.0,Claro,AR,722,310
196.239.187.0,196.239.187.255,196.239.0.0,Orange,TN,605,1
197.188.220.0,197.188.220.255,197.188.0.0,MTC,NA,649,1
105.131.0.0,105.131.63.255,105.131.0.0,IAM,MA,604,1
2a02:c7f:22fb::,2a02:c7f:22fb:ffff:ffff:ffff:ffff:ffff,2a02:c7f::,Sky Broadband,GB,234,57
2402:1980:29d::,2402:1980:29f:ffff:ffff:ffff:ffff:ffff,2402:1980::,DiGi,MY,502,16
2409:4052:60c::,2409:4052:60c:ffff:ffff:ffff:ffff:ffff,2409:4052::,Jio,IN,405,840
2409:4030:4e12::,2409:4030:4e13:ffff:ffff:ffff:ffff:ffff,2409:4030:4000::,Jio,IN,405,840
2a02:c7f:1e5b::,2a02:c7f:1e5b:ffff:ffff:ffff:ffff:ffff,2a02:c7f::,Sky Broadband,GB,234,57
2409:4043:220e::,2409:4043:220e:ffff:ffff:ffff:ffff:ffff,2409:4043::,Jio,IN,405,840
151.18.196.0,151.18.196.255,151.18.0.0,Wind,IT,222,88
31.48.166.0,31.48.166.255,31.48.0.0,BT,GB,234,76
151.19.193.0,151.19.193.255,151.19.0.0,Wind,IT,222,88
105.148.192.0,105.148.217.255,105.148.0.0,IAM,MA,604,1
2001:ee0:264::,2001:ee0:264:ffff:ffff:ffff:ffff:ffff,2001:ee0::,VNPT,VN,452,02
5.29.60.0,5.29.60.255,5.29.0.0,HOTnet,IL,425,07
154.142.134.0,154.142.138.255,154.142.0.0,Mobinil,EG,602,1
166.229.192.0,166.229.223.255,166.229.0.0,U.S. Cellular,US,311,220
154.143.141.0,154.143.144.255,154.143.0.0,Mobinil,EG,602,1
5.25.155.0,5.25.158.255,5.25.0.0,Turkcell,TR,286,1
102.78.158.0,102.78.173.255,102.78.0.0,IAM,MA,604,1
5.52.159.0,5.52.161.255,5.52.0.0,Mobile Communication Company of Iran PLC,IR,432,11
2409:4060:390::,2409:4060:391:ffff:ffff:ffff:ffff:ffff,2409:4060::,Jio,IN,405,840
2a00:1fa1:414d::,2a00:1fa1:414e:ffff:ffff:ffff:ffff:ffff,2a00:1fa1:4000::,MTS,RU,250,1
156.0.212.0,156.0.214.255,156.0.0.0,Moov Benin,BJ,616,02
101.166.105.0,101.166.105.255,101.166.0.0,Vodafone,AU,505,3
154.135.101.0,154.135.101.255,154.135.0.0,Etisalat,EG,602,3
201.141.112.0,201.141.115.255,201.141.0.0,Telcel,MX,334,20
2.53.148.0,2.53.151.255,2.53.0.0,Orange Israel,IL,425,01
126.168.164.0,126.168.165.255,126.168.0.0,SoftBank Mobile Corp,JP,441,1
46.106.0.0,46.106.143.255,46.106.0.0,Vodafone,TR,286,2
105.51.0.0,105.51.255.255,105.51.0.0,Safaricom,KE,639,2
2405:204:a09b::,2405:204:a09b:ffff:ffff:ffff:ffff:ffff,2405:204:8000::,Jio,IN,405,840
2401:4900:1718::,2401:4900:171e:ffff:ffff:ffff:ffff:ffff,2401:4900::,Airtel,GB,234,3
2600:380:68d5::,2600:380:68d6:ffff:ffff:ffff:ffff:ffff,2600:380:4000::,AT&T,US,310,16
85.101.120.0,85.101.120.255,85.101.0.0,Avea,TR,286,4
197.16.0.0,197.16.0.255,197.16.0.0,OOREDOO%20TN,TN,605,3
2603:6011:a700::,2603:6011:a700:ffff:ffff:ffff:ffff:ffff,2603:6011:8000::,Spectrum,US,312,500
105.181.57.0,105.181.59.255,105.181.0.0,Orange,EG,602,1
86.180.109.0,86.180.109.255,86.180.0.0,BT,GB,234,76
106.223.24.0,106.223.24.255,106.223.0.0,airtel,IN,404,10
105.39.11.0,105.39.11.255,105.39.0.0,Mobinil,EG,602,1
197.77.0.0,197.77.255.255,197.77.0.0,MTN,ZA,655,10
1.123.157.0,1.123.162.255,1.123.0.0,Telstra,AU,505,1
2607:fb90:7db9::,2607:fb90:7dbf:ffff:ffff:ffff:ffff:ffff,2607:fb90:4000::,T-Mobile,US,310,160
31.219.24.0,31.219.24.255,31.219.0.0,Etisalat,AF,412,50
2409:4072:69d::,2409:4072:69f:ffff:ffff:ffff:ffff:ffff,2409:4072::,Jio,IN,405,840
191.216.94.0,191.216.95.255,191.216.0.0,Oi,BR,724,30
105.192.165.0,105.192.167.255,105.192.0.0,Orange,EG,602,1
42.106.5.0,42.106.5.255,42.106.0.0,Vodafone India,IN,404,1
190.87.162.0,190.87.162.255,190.87.0.0,movistar,SV,706,4
90.247.230.0,90.247.230.255,90.247.0.0,Vodafone UK,GB,234,7
105.36.212.0,105.36.213.255,105.36.0.0,Mobinil,EG,602,1
217.42.219.0,217.42.219.255,217.42.0.0,BT,GB,234,76
37.168.28.0,37.168.28.255,37.168.0.0,Lliad/FREE Mobile,FR,208,15
2804:14d:32b2::,2804:14d:32b2:ffff:ffff:ffff:ffff:ffff,2804:14d::,Vivo,BR,724,6
154.111.86.0,154.111.87.255,154.111.0.0,OOREDOO%20TN,TN,605,3
102.168.237.0,102.168.237.255,102.168.0.0,OOREDOO%20TN,TN,605,3
2600:6c44:6900::,2600:6c44:6900:ffff:ffff:ffff:ffff:ffff,2600:6c44:4000::,Spectrum,US,312,500
2401:4900:4d0b::,2401:4900:4d0b:ffff:ffff:ffff:ffff:ffff,2401:4900:4000::,AirTel,IN,404,2
151.37.69.0,151.37.69.255,151.37.0.0,Wind,IT,222,88
126.156.236.0,126.156.237.255,126.156.0.0,SoftBank,JP,441,1
37.217.156.0,37.217.156.255,37.217.0.0,Mobily,SA,420,3
187.180.185.0,187.180.186.255,187.180.0.0,Vivo,BR,724,6
86.177.44.0,86.177.44.255,86.177.0.0,BT,GB,234,76
46.216.225.0,46.216.247.255,46.216.0.0,MTS,BY,257,2
2803:9800:a091::,2803:9800:a091:ffff:ffff:ffff:ffff:ffff,2803:9800:8000::,Claro,AR,722,310
176.220.107.0,176.220.125.255,176.220.0.0,Avea,TR,286,4
62.19.100.0,62.19.104.255,62.19.0.0,Telecom Italia Mobile,IT,220,01
106.204.49.0,106.204.49.255,106.204.0.0,airtel,IN,404,96
2409:4002:e16::,2409:4002:e16:ffff:ffff:ffff:ffff:ffff,2409:4002::,Jio,IN,405,840
2409:4042:239a::,2409:4042:239c:ffff:ffff:ffff:ffff:ffff,2409:4042::,Jio,IN,405,840
188.196.66.0,188.196.79.255,188.196.0.0,Mobitel,SI,293,41
179.241.212.0,179.241.212.255,179.241.0.0,Vivo S.A./Telemig,BR,724,6
45.218.0.0,45.218.255.255,45.218.0.0,Orange Morocco,MA,604,""
191.148.0.0,191.148.255.255,191.148.0.0,Claro,CO,732,101
5.209.8.0,5.209.8.255,5.209.0.0,IR-TCI (Hamrah-e-Avval),IR,432,11
93.169.153.0,93.169.154.255,93.169.0.0,SaudiNet,SA,420,01
2600:1017:d00a::,2600:1017:d00b:ffff:ffff:ffff:ffff:ffff,2600:1017:c000::,Verizon Wireless,US,310,4
154.148.3.0,154.148.4.255,154.148.0.0,IAM,MA,604,1
2405:205:130d::,2405:205:130f:ffff:ffff:ffff:ffff:ffff,2405:205::,Jio,IN,405,840
41.59.81.0,41.59.81.255,41.59.0.0,TTCL Mobile,TZ,640,7
2401:4900:311d::,2401:4900:311f:ffff:ffff:ffff:ffff:ffff,2401:4900::,Airtel,GB,234,3
112.198.207.0,112.198.207.255,112.198.0.0,Globe,PH,515,2
160.158.251.0,160.158.251.255,160.158.0.0,Orange,TN,605,1
179.42.9.0,179.42.9.255,179.42.0.0,Claro,BR,724,5
2401:4900:198a::,2401:4900:198a:ffff:ffff:ffff:ffff:ffff,2401:4900::,AirTel,IN,404,2
77.164.69.0,77.164.69.255,77.164.0.0,KPN,NL,204,8
90.118.49.0,90.118.49.255,90.118.0.0,Orange,FR,208,1
105.183.163.0,105.183.163.255,105.183.0.0,Orange,EG,602,1
154.186.71.0,154.186.73.255,154.186.0.0,Etisalat,EG,602,3
62.18.31.0,62.18.31.255,62.18.0.0,Telecom Italia Mobile,IT,220,01
109.240.154.0,109.240.163.255,109.240.0.0,Telia,FI,244,91
157.34.239.0,157.34.239.255,157.34.0.0,Jio,IN,405,840
186.188.114.0,186.188.114.255,186.188.0.0,Inter Venezuela,VE,734,02
95.223.75.0,95.223.75.255,95.223.0.0,Vodafone Germany,DE,262,02
197.30.26.0,197.30.46.255,197.30.0.0,Orange,TN,605,1
102.25.189.0,102.25.189.255,102.25.0.0,Tunicell,TN,605,2
2409:4072:630f::,2409:4072:630f:ffff:ffff:ffff:ffff:ffff,2409:4072:4000::,Jio,IN,405,840
45.101.42.0,45.101.43.255,45.101.0.0,Mobinil,EG,602,1
217.165.160.0,217.165.160.255,217.165.0.0,Etisalat,AE,424,2
196.143.0.0,196.143.255.255,196.143.0.0,Vodafone,EG,602,2
126.161.10.0,126.161.15.255,126.161.0.0,SoftBank Mobile Corp,JP,441,1
105.45.97.0,105.45.97.255,105.45.0.0,Mobinil,EG,602,1
2a00:23c5:897::,2a00:23c5:898:ffff:ffff:ffff:ffff:ffff,2a00:23c5::,BT,GB,234,76
46.132.110.0,46.132.110.255,46.132.0.0,Telia Finland Oyj,FI,244,91
80.189.216.0,80.189.216.255,80.189.0.0,Plusnet,GB,234,00
190.76.192.0,190.76.255.255,190.76.0.0,Movilnet,VE,734,6
2.55.26.0,2.55.28.255,2.55.0.0,Orange Israel,IL,425,01
191.30.0.0,191.30.218.255,191.30.0.0,Vivo,BR,724,10
5.127.20.0,5.127.21.255,5.127.0.0,MTN Irancell,IR,432,35
185.128.124.0,185.128.124.255,185.128.0.0,Touch,LB,415,3
154.105.228.0,154.105.228.255,154.105.0.0,OOREDOO%20TN,TN,605,3
2a00:23c4:5d84::,2a00:23c4:5d84:ffff:ffff:ffff:ffff:ffff,2a00:23c4:4000::,BT,GB,234,76
2401:4900:4e18::,2401:4900:4e1b:ffff:ffff:ffff:ffff:ffff,2401:4900:4000::,AirTel,IN,404,2
154.57.200.0,154.57.200.255,154.57.0.0,MTN,AF,412,40
