start_ip,end_ip,join_key,name,domain,type,asn,as_name,as_domain,as_type,country
104.169.218.136,104.169.218.143,104.169.0.0,Wandering Wifi,sagenet.com,business,AS5650,"Frontier Communications of America, Inc.",frontier.com,isp,US
119.93.139.124,119.93.139.124,119.93.0.0,CBGSAS2017051529498_DEPARTMENT OF AGRICULTURE,da.gov.ph,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.3.49.1,122.3.49.1,122.3.0.0,25707227_ANGELETTI ENTERPRISES,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.227.202.96,12.227.202.119,12.227.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
108.163.245.56,108.163.245.63,108.163.0.0,BanaHosting.com,banahosting.com,business,AS32475,SingleHop LLC,singlehop.com,hosting,US
107.210.68.96,107.210.68.103,107.210.0.0,Gene Wright03282013151249820,ewright3.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
118.159.229.232,118.159.229.255,118.159.0.0,KDDI CORPORATION,kddi.ne.jp,isp,AS2516,KDDI CORPORATION,kddi.ne.jp,isp,JP
12.33.54.152,12.33.54.159,12.33.0.0,COMCAST BUSINESS COMMUNICATIO,comcast.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.185.71.168,122.185.71.175,122.185.0.0,Brainbees Solutions Pvt L,firstcry.com,business,AS9498,BHARTI Airtel Ltd.,airtel.in,isp,IN
108.252.192.88,108.252.192.103,108.252.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.186.135.40,12.186.135.47,12.186.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
107.190.135.80,107.190.135.207,107.190.0.0,"HostDime.com, Inc.",hostdime.com,hosting,AS33182,"HostDime.com, Inc.",hostdime.com,hosting,US
124.104.103.149,124.104.103.149,124.104.0.0,18-3396746_NYMPHA LEYTE,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
124.105.251.208,124.105.251.208,124.105.0.0,18-4310193_QUESTRONIX CORP,questronix.com.ph,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
108.89.231.144,108.89.231.151,108.89.0.0,Andres Fonseca08102011114300414,andresfonsecaf.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
115.147.4.225,115.147.4.225,115.147.0.0,CBGQPO2021072148362_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.186.141.20,122.186.141.27,122.186.0.0,BHARTI TELENET LTD. NEW DELHI,airtel.in,isp,AS9498,BHARTI Airtel Ltd.,airtel.in,isp,IN
119.93.171.184,119.93.171.184,119.93.0.0,SMEMLT2018021249806_CATHOLIC BOOK CENTER,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
124.32.109.16,124.32.109.31,124.32.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
108.60.217.224,108.60.217.255,108.60.0.0,CoreXchange,corexchange.com,business,AS13354,zColo,zcolo.com,hosting,US
123.127.65.160,123.127.65.191,123.127.0.0,BEIJINGXINJINGANTAIYILIAO,xkat.com,business,AS4808,China Unicom Beijing Province Network,chinaunicom.cn,isp,CN
12.230.225.200,12.230.225.207,12.230.0.0,AGRO MERCHANTS GROUP,agromerchants.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
115.231.62.156,115.231.62.159,115.231.0.0,Ningbo Chunhui School,hz.zj.cn,education,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
12.138.117.64,12.138.117.79,12.138.0.0,LOCKHEED MARTIN CORPORATIONAT,lmco.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.210.47.224,12.210.47.255,12.210.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.4.9.128,12.4.9.135,12.4.0.0,TURLOCK CHRYSLER JEEP DOD,turlockchryslerdodgejeepram.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
103.134.112.0,103.134.115.255,103.134.0.0,Am Broadband Private Limited,amnetworkingindia.com,isp,AS58965,ANJANI BROADBAND SOLUTIONS PVT.LTD.,abspl.co.in,isp,IN
101.231.159.248,101.231.159.251,101.231.0.0,"Shanghai Telecom Homeline Broad Band Network Co., Ltd.",chinatelecom.cn,isp,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN
12.22.207.240,12.22.207.247,12.22.0.0,POWAY ICE,advatel.net,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
109.26.137.128,109.26.137.131,109.26.0.0,Static IP,amtek-europe.com,business,AS15557,SFR SA,sfr.fr,isp,FR
107.152.35.118,107.152.35.118,107.152.0.0,"tzulo, inc.",tzulo.com,isp,AS11878,"tzulo, inc.",tzulo.com,isp,
124.106.101.215,124.106.101.215,124.106.0.0,2-7080338_WISPTEC SOLUTIONS,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.149.57.128,12.149.57.135,12.149.0.0,CSL BEHRING L.L.C.,cslbehring.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
108.35.61.8,108.35.95.255,108.35.0.0,Verizon Business,verizon.com,isp,AS701,Verizon Business,verizonbusiness.com,isp,US
122.54.26.16,122.54.26.31,122.54.0.0,104718310_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
121.9.237.184,121.9.237.187,121.9.0.0,"Foshan City Gas Co., Ltd.",gddc.com.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
104.130.149.60,104.130.149.63,104.130.0.0,City Wonders ltd,citywonders.com,business,AS33070,Rackspace Hosting,rackspace.com,hosting,US
12.7.39.152,12.7.39.159,12.7.0.0,BIRDSEYE SECURITY.,birdseye.ca,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.52.232.238,122.52.232.238,122.52.0.0,SMEMLL2017100975435_SEÑORA CARMEN RESTO GARDEN,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.3.167.0,12.3.167.255,12.3.0.0,ATT LABS,att.net,isp,AS2386,AT&T Data Communications Services,att.com,isp,US
116.203.174.96,116.203.174.127,116.203.0.0,HOS-424765,hetzner.com,hosting,AS24940,Hetzner Online GmbH,hetzner.de,hosting,DE
108.247.225.184,108.247.225.191,108.247.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.208.102.184,12.208.102.191,12.208.0.0,DODGE OF NAPERVILLE,napervillecjdr.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.213.230.232,122.213.230.247,122.213.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
115.147.17.0,115.147.17.0,115.147.0.0,SMEDPG2021080400253_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
119.73.211.240,119.73.211.243,119.73.0.0,GREAT EASTERN SUN TRADING PTE LTD,greateasternsun.net,business,AS3758,SingNet,singnet.com.sg,isp,SG
124.219.182.64,124.219.182.191,124.219.0.0,So-net Service,so-net.ne.jp,isp,AS2527,Sony Network Communications Inc.,sonynetwork.co.jp,isp,JP
122.3.26.24,122.3.26.24,122.3.0.0,CBGALA2019091764134_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.219.151.112,12.219.151.119,12.219.0.0,IPFONE-TRADE PRO,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
119.93.161.72,119.93.161.72,119.93.0.0,88-8521399_CAPITOL UNIVERSITY,cumc.com.ph,education,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.208.100.160,122.208.100.191,122.208.0.0,UCOM Corporation,ucom.ne.jp,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
12.52.138.128,12.52.138.135,12.52.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.185.60.0,12.185.60.7,12.185.0.0,RIO GRANDE PACIFIC CORPORATION,rgpc.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.26.212.64,12.26.212.79,12.26.0.0,HYATT CORPORATION,hyatt.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.228.112.160,122.228.112.191,122.228.0.0,CHINANET-ZJ Wenzhou node network,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
12.109.18.96,12.109.18.111,12.109.0.0,MEDICAL CLINIC OF HOUSTON LLP,mchllp.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
124.106.230.221,124.106.230.221,124.106.0.0,CBGSPL2020121680221_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.13.96.184,12.13.96.191,12.13.0.0,VICTORY WHOLESALE GROCERS INC,vwg.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.97.214.0,12.97.215.255,12.97.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.214.21.104,122.214.21.199,122.214.0.0,broadgate,broadgateinc.com,business,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
124.105.252.232,124.105.252.239,124.105.0.0,RBGPSY2013102359661_COB-SAN PEDRO RUFFA GAYLA O.-Philippine Fashion Week,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.204.96.32,12.204.96.87,12.204.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
108.201.104.208,108.201.104.223,108.201.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.55.158.124,122.55.158.127,122.55.0.0,1-17WX7P5_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.215.85.136,12.215.85.143,12.215.0.0,TELAFFECTS,telaffects.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.52.96.56,122.52.96.63,122.52.0.0,45-4994750_HARRIS STRATEX NETWORKS CLARK CORPORATIO,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
122.226.41.164,122.226.41.167,122.226.0.0,lanxi city branch of the people's bank,jhtelecom.com,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
107.7.43.160,107.7.43.167,107.7.0.0,Windstream Communications LLC,onecommunications.net,isp,AS7029,Windstream Communications LLC,windstream.net,isp,US
123.127.70.128,123.127.70.255,123.127.0.0,China Unicom Beijing province network,chinaunicom.cn,isp,AS4808,China Unicom Beijing Province Network,chinaunicom.cn,isp,CN
112.91.101.244,112.91.102.127,112.91.0.0,"China Unicom Jiangmen city network, Leased line address",chinaunicom.cn,isp,AS17816,China Unicom  IP network China169 Guangdong province,chinaunicom.cn,isp,CN
12.193.151.240,12.193.151.247,12.193.0.0,CHAPTER 13,ch13stl.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.52.249.161,122.52.249.161,122.52.0.0,SMETUP2021011405987_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.221.142.128,12.221.142.135,12.221.0.0,SURGICAL CARE AFFILIATES,scasurgery.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
109.3.185.168,109.3.185.175,109.3.0.0,MPLS network,sfr.fr,isp,AS15557,SFR SA,sfr.fr,isp,FR
108.196.79.152,108.196.79.167,108.196.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.153.28.80,12.153.28.95,12.153.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.187.189.160,12.187.189.191,12.187.0.0,"INTELLETRACE, INC-GLOBAL LINK",intelletrace.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
123.7.51.118,123.7.51.118,123.7.0.0,China Unicom Henan province network,chinaunicom.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN
122.3.204.194,122.3.204.194,122.3.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
108.203.240.160,108.203.240.167,108.203.0.0,NALCO COMPANY-110823124639,ecolab.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.3.220.0,12.3.220.255,12.3.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.2.67.52,122.2.67.55,122.2.0.0,1-16DT7CO_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
108.58.133.160,108.58.133.167,108.58.0.0,Static IP Services,cv.net,business,AS6128,Cablevision Systems Corp.,cablevision.com,isp,US
12.33.184.192,12.33.184.199,12.33.0.0,COPPERFIELD BOOKS,copperfieldbooks.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
108.222.10.8,108.222.10.15,108.222.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
119.225.72.160,119.225.72.191,119.225.0.0,OPTUS Customer Network,optus.com.au,isp,AS7474,SingTel Optus Pty Ltd,optus.com.au,isp,AU
12.19.44.72,12.19.44.127,12.19.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.230.108.144,12.230.108.151,12.230.0.0,BCM ONE INC.-BREITLING,bcmone.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.233.1.232,12.233.3.39,12.233.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
124.34.118.112,124.34.118.127,124.34.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
105.27.192.0,105.27.193.255,105.27.0.0,"Assignment made to SEACOM Customer Point-to-Point links in Capetown, South Africa.",seacom.com,isp,AS37100,SEACOM Limited,seacom.mu,isp,ZA
12.110.240.24,12.110.240.31,12.110.0.0,WELL CARE CONNECTS,wellcareconnects.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.23.21.104,12.23.21.111,12.23.0.0,"COLORTOKENS, INC.",colortokens.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.175.7.40,12.175.7.79,12.175.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
119.93.219.116,119.93.219.116,119.93.0.0,CBGMRD2020090983915_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.172.253.16,12.172.253.23,12.172.0.0,ARLEY FARMS LLC,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
111.68.102.97,111.68.102.126,111.68.0.0,"IP Allocation 1, NU-FAST",hec.gov.pk,isp,AS45773,"PERN AS Content Servie Provider, Islamabad, Pakistan",hec.gov.pk,isp,PK
122.226.193.168,122.226.193.171,122.226.0.0,CHINANET-ZJ Jinhua node network,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
122.3.106.220,122.3.106.220,122.3.0.0,SMEMLT2020091408853_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
119.92.58.104,119.92.58.111,119.92.0.0,CBG_MRI2011122365358_Multirich Foods Corp.,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.163.122.0,12.163.122.7,12.163.0.0,ALPHA MEDIA LLC,whbc.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.160.126.80,122.160.126.95,122.160.0.0,shiva,airtel.in,isp,AS24560,"Bharti Airtel Ltd., Telemedia Services",airtel.com,isp,IN
12.173.7.128,12.173.7.143,12.173.0.0,COPART,copart.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
124.107.187.218,124.107.187.218,124.107.0.0,2-3328475_Banco De Oro Universal Bank,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.170.168.112,12.170.168.215,12.170.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.210.70.208,12.210.70.215,12.210.0.0,SALINAS VALLEY PRIME CARE,chp-dod.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
116.228.208.84,116.228.208.87,116.228.0.0,"Deshang Luofeng Laser Technology (Shanghai) Co., Ltd.",rofin-baasel.com.cn,business,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN
109.75.170.64,109.75.170.65,109.75.0.0,Webhosting UK com LTD,uk.com,hosting,AS20860,IOMART CLOUD SERVICES LIMITED,iomart.com,hosting,GB
124.105.88.101,124.105.88.101,124.105.0.0,SMECMR2020011596941_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.2.119.24,12.2.119.31,12.2.0.0,YELLOWJACKET OILFIELD SERVICE,yjosllc.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
121.10.225.208,121.10.225.215,121.10.0.0,shantoushichaonanquchendianzhenmeinanmeibeiyilu58hao,gddc.com.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
124.105.206.4,124.105.206.4,124.105.0.0,CBGTRC2020020438932_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
108.89.227.104,108.89.227.143,108.89.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
113.33.235.32,113.33.235.39,113.33.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
122.224.172.160,122.224.172.175,122.224.0.0,Excellent information film (Beijing) Mdt InfoTech Ltd,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
107.128.137.40,107.128.137.95,107.128.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
107.213.53.128,107.213.53.135,107.213.0.0,CONTROL SOLUTIONS INC02062013170454126,controlsolutionsinc.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.160.108.176,122.160.108.191,122.160.0.0,"ABTS DELHI,",airtel.in,isp,AS24560,"Bharti Airtel Ltd., Telemedia Services",airtel.com,isp,IN
12.8.220.112,12.8.220.119,12.8.0.0,AUTOMATIONDIRECT,automationdirect.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.1.140.184,12.1.140.191,12.1.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
119.226.150.240,119.226.151.11,119.226.0.0,UNITECH WIRELESS (EAST) PVT LTD,sifytechnologies.com,isp,AS9583,Sify Limited,sifycorp.com,isp,IN
104.255.216.0,104.255.219.255,104.255.0.0,"Nucom Technology, Inc.",nucomtech.com,hosting,AS36121,"Nucom Technology, Inc.",nucomtech.com,business,US
12.19.61.224,12.19.67.255,12.19.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
124.105.189.96,124.105.189.99,124.105.0.0,CBGDGT2019042247799_Enterprise Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
107.7.33.56,107.7.33.63,107.7.0.0,Windstream Communications LLC,onecommunications.net,isp,AS7029,Windstream Communications LLC,windstream.net,isp,US
109.3.138.254,109.3.138.255,109.3.0.0,MPLS network,sfr.fr,isp,AS15557,SFR SA,sfr.fr,isp,FR
122.53.56.162,122.53.56.162,122.53.0.0,"SMENCB2017010975174_WUHAN FIBERHOME INTERNATIONAL TECHNOLOGIES PHILS., INC.",fiberhome.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
117.239.247.144,117.239.247.159,117.239.0.0,SUNDARAM FASTNERS LIMITED,sfl.co.in,business,AS9829,National Internet Backbone,bsnl.co.in,isp,IN
116.228.31.72,116.228.31.75,116.228.0.0,"Anderson-CookSpittal Precision Components (Shanghai) Co., Ltd.",chinatelecom.cn,isp,AS4812,China Telecom (Group),chinatelecom.com.cn,isp,CN
117.102.69.168,117.102.69.175,117.102.0.0,BEND SMK NEGERI 2 SUKABUMI,biznetnetworks.com,isp,AS17451,BIZNET NETWORKS,biznetnetworks.com,isp,ID
102.22.222.76,102.22.222.76,102.22.0.0,NGCOM,ngcomnetworks.com,isp,AS37347,NGCOM,ngcomworld.com,isp,NG
122.52.235.92,122.52.235.92,122.52.0.0,CBGSFU2016030931218_PHILUSA CORPORATION,philusa.com.ph,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
124.106.229.109,124.106.229.109,124.106.0.0,CBGNOV2020120371770_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
108.170.65.152,108.170.65.159,108.170.0.0,SUMMITEK INC,summitek.com,business,AS6128,Cablevision Systems Corp.,cablevision.com,isp,US
12.31.65.192,12.31.65.199,12.31.0.0,SUNRISE SENIOR LIVING,sunriseseniorliving.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.3.45.40,122.3.45.40,122.3.0.0,SMEQCY2013080269260_VILLARICA PAWNSHOP INCORPORATED,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.159.170.0,12.159.170.15,12.159.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
107.7.242.72,107.7.242.83,107.7.0.0,ALABAMA CREDIT UNION,alabamacu.com,business,AS7029,Windstream Communications LLC,windstream.net,isp,US
108.245.48.8,108.245.48.31,108.245.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.196.90.96,12.196.90.111,12.196.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.156.64.48,12.156.64.55,12.156.0.0,ANDREWS AIR CORP,watchpointlogistics.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
111.220.180.1,111.220.183.255,111.220.0.0,VOCUS,vocus.com.au,isp,AS9443,Vocus Retail,vocus.com.au,isp,AU
118.174.141.96,118.174.141.99,118.174.0.0,"Aquawalk Company Limited , Phuket",ntplc.co.th,business,AS131293,TOT Public Company Limited,tot.co.th,isp,TH
103.146.81.0,103.146.81.255,103.146.0.0,Internet Vikings Singapore,internetvikings.com,hosting,AS51747,Internet Vikings International AB,internetvikings.com,hosting,SG
124.161.102.2,124.161.102.33,124.161.0.0,lzcnc,wo.com.cn,business,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN
122.228.142.56,122.228.142.63,122.228.0.0,"Transport Service Co., Ltd. Yueqing Changsheng",hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
123.13.221.225,123.13.221.225,123.13.0.0,"WANGWEI NETBAR,",zz.ha.cn,isp,AS4837,CHINA UNICOM China169 Backbone,chinaunicom.cn,isp,CN
124.107.67.5,124.107.67.5,124.107.0.0,SMEZAM2018071783967_ENTERPRISE Client,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.219.74.80,12.219.74.95,12.219.0.0,"DECUIR, CLARK  ADAMS, LLP",decuirlaw.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.220.12.192,12.220.12.199,12.220.0.0,SUGAR BOWL CORPORATION,sugarbowl.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.158.85.136,12.158.85.151,12.158.0.0,STAR2STAR COMMUNICATIONS,star2star.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
104.178.24.128,104.178.24.135,104.178.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.146.87.104,12.146.87.111,12.146.0.0,ENGINEERED SECURITY SYST,engineeredsecurity.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.235.163.44,12.235.163.47,12.235.0.0,ATT MOBILITY,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
122.226.233.252,122.226.233.255,122.226.0.0,Gao Xiang2 of gold Hua City trades limited company,hz.zj.cn,business,AS4134,CHINANET-BACKBONE,chinatelecom.cn,isp,CN
107.137.30.80,107.137.30.95,107.137.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
103.231.152.0,103.231.155.255,103.231.0.0,"RM 1202A, 12/F FORTRESS TOWER",bbix.net,business,,,,unknown,HK
119.93.207.104,119.93.207.112,119.93.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
113.35.155.16,113.35.155.31,113.35.0.0,ARTERIA Networks Corporation,arteria-net.com,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
124.32.192.88,124.32.192.103,124.32.0.0,ARTERIA Networks Corp.,arteria-hikari.net,isp,AS17506,ARTERIA Networks Corporation,arteria-net.com,isp,JP
104.5.146.96,104.5.146.103,104.5.0.0,Private Customer - AT&T Internet Services,ads-internet.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.69.19.192,12.69.19.207,12.69.0.0,MYGRANT GLASS COLORADO SPRING,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.33.120.104,12.33.120.111,12.33.0.0,MEGAPATH CLOUD COMPANY LLC-BO,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.168.46.104,12.168.46.111,12.168.0.0,CALUMET RIVER TERMINAL,wildblue.net,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
118.174.146.95,118.174.146.107,118.174.0.0,Static IP addresses for Leased Internet service,ntplc.co.th,business,AS131293,TOT Public Company Limited,tot.co.th,isp,TH
124.107.35.32,124.107.35.47,124.107.0.0,IPG,pldt.com,isp,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
109.73.39.48,109.73.39.55,109.73.0.0,Mastertel Network For Petrol Plyus Region,mastertel.ru,isp,AS29226,JSC Mastertel,mastertel.ru,isp,RU
12.54.187.192,12.54.188.15,12.54.0.0,"AT&T Services, Inc.",att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
124.105.224.13,124.105.224.13,124.105.0.0,SMEANT2019050617052_ENTERPRISE CLIENT,supportingenterprises.com,business,AS9299,Philippine Long Distance Telephone Company,pldt.com,isp,PH
12.208.12.24,12.208.12.31,12.208.0.0,DATAWAY INC,dataway.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
108.93.246.112,108.93.246.119,108.93.0.0,AT&T Corp.,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.104.241.104,12.104.241.111,12.104.0.0,TRISKA FUNERAL HOME,triskafuneralhome.com,business,AS7018,"AT&T Services, Inc.",att.com,isp,US
12.97.223.0,12.97.223.7,12.97.0.0,HYPERCORE NETWORKS INC-DG BU,att.com,isp,AS7018,"AT&T Services, Inc.",att.com,isp,US
